City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,darwin,-12.4611,130.8418,299.14,66,14,3.6,AU,1714933895
283,port augusta,-32.5,137.7667,285.11,67,0,1.94,AU,1714933949
284,al hada,21.3675,40.2869,292.81,41,0,1.22,SA,1714933950
285,kerikeri,-35.2268,173.9474,286.43,93,98,0.66,NZ,1714933950
286,ponta delgada,37.7333,-25.6667,292.55,82,20,3.09,PT,1714933950
287,dinghaicun,26.2847,119.7936,294.66,92,0,2.33,CN,1714933951
288,uzhgorod,48.6167,22.3,287.5,90,100,2.09,UA,1714933951
289,greymouth,-42.4667,171.2,283.12,85,10,2.26,NZ,1714933951
290,laojunmiao,39.8333,97.7333,287.22,12,100,7.58,CN,1714933952
291,puerto penasco,31.3167,-113.5333,299.14,60,40,3.09,MX,1714933952
292,zouerate,22.7187,-12.4521,307.31,4,85,2.91,MR,1714933952
293,ferkessedougou,9.6,-5.2,300.57,68,100,5.33,CI,1714933953
294,san patricio,28.017,-97.5169,302.07,59,21,7.42,US,1714933953
295,andirin,37.5776,36.3549,280.16,90,100,2.92,TR,1714933953
296,chuhar jamali,24.3895,67.9923,300.9,68,0,5.88,PK,1714933954
297,erenhot,43.6475,111.9767,286.02,26,100,4.02,CN,1714933954
298,gargalianoi,37.0667,21.6333,289.49,75,14,1.67,GR,1714933954
299,trairi,-3.2778,-39.2689,300.54,89,18,4.04,BR,1714933939
300,lucas,41.6501,-83.6666,295.36,73,100,5.14,US,1714933955
301,afaahiti,-17.75,-149.2833,300.08,84,17,9.38,PF,1714933956
302,irymple,-34.25,142.1667,282.09,83,0,4.48,AU,1714933956
303,fisterra,42.9049,-9.2629,286.9,75,40,5.54,ES,1714933671
304,beira,-19.8436,34.8389,295.2,88,0,1.03,MZ,1714933957
305,amga,60.8953,131.9608,273.59,94,7,1.39,RU,1714933957
306,timbuktu,16.7735,-3.0074,311.66,11,12,3.94,ML,1714933957
307,warmbad,-28.45,18.7333,297.03,22,0,1.96,NA,1714933958
308,hemsby,52.6971,1.6918,289.29,85,98,3.6,GB,1714933958
309,egilsstadir,65.2653,-14.3948,282.1,81,75,4.63,IS,1714933958
310,dudinka,69.4058,86.1778,260.19,88,46,4.47,RU,1714933959
311,mossel bay,-34.1831,22.146,287.11,75,13,1.08,ZA,1714933959
312,kandyagash,49.4744,57.4233,278.67,50,100,3.3,KZ,1714933959
313,lagoa,39.05,-27.9833,290.58,83,100,6.54,PT,1714933960
314,holdenville,35.0804,-96.3992,290.43,91,98,1.66,US,1714933960
315,mount gambier,-37.8333,140.7667,283.56,91,7,3.27,AU,1714933960
316,vadso,70.0744,29.7487,272.64,74,75,5.66,NO,1714933961
317,saint-philippe,-21.3585,55.7679,295.92,67,56,4.35,RE,1714933679
318,vegreville,53.5001,-112.0518,288.54,38,100,5.66,CA,1714933962
319,jiuquan,39.7432,98.5174,288.22,11,63,3.93,CN,1714933962
320,erdenet,49.0333,104.0833,283.59,33,61,1.76,MN,1714933962
321,kosciusko,33.0576,-89.5876,296.99,85,100,3.66,US,1714933963
322,sao joao da barra,-21.6403,-41.0511,303.2,85,1,4.76,BR,1714933963
323,bahau,2.8079,102.4049,297.48,97,65,0.49,MY,1714933963
324,tazacorte,28.629,-17.9293,295.45,77,20,4.63,ES,1714933964
325,flin flon,54.7682,-101.865,286.06,44,40,2.06,CA,1714933964
326,gazli,40.1333,63.45,292.71,48,0,3.29,UZ,1714933964
327,boyolangu,-8.1181,111.8935,296.43,92,100,1.79,ID,1714933965
328,adjumani,3.3779,31.7909,294.4,74,20,1.54,UG,1714933965
329,m'sila,35.7058,4.5419,300.17,23,0,6.8,DZ,1714933965
330,ayden,35.4727,-77.4155,302.12,47,75,6.17,US,1714933896
331,hilo,19.7297,-155.09,294.96,95,100,3.6,US,1714933967
