City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
177,ngaoundere,7.3167,13.5833,25.05,51,44,1.29,CM,1714936953
178,camayenne,9.535,-13.6878,30.05,79,20,4.12,GN,1714936953
179,portland,45.5234,-122.6762,10.34,95,100,6.17,US,1714936592
180,vorgashor,67.5833,63.95,-17.66,100,100,2.1,RU,1714936954
181,klyuchi,52.2667,79.1667,8.76,77,100,4.51,RU,1714936954
182,kidal,18.4411,1.4078,36.15,19,92,5.43,ML,1714936955
183,tura,25.5198,90.2201,19.7,90,75,1.64,IN,1714936955
184,kalmunai,7.4167,81.8167,28.2,83,100,3.75,LK,1714936955
185,tosontsengel,48.7567,98.2839,9.1,44,5,1.23,MN,1714936956
186,ulladulla,-35.35,150.4667,14.8,80,100,4.93,AU,1714936956
187,pinotepa nacional,16.3167,-98.0167,35.51,30,100,4.99,MX,1714936863
188,hasaki,35.7333,140.8333,17.38,75,98,9.7,JP,1714936957
189,gadzhiyevo,69.2551,33.3362,-0.65,71,100,8.42,RU,1714936957
190,tabuk,17.4189,121.4443,24.4,84,0,0.76,PH,1714936957
191,taro,-8.3862,115.28,23.0,93,84,0.63,ID,1714936958
192,maputo,-25.9653,32.5892,21.82,73,0,3.09,MZ,1714936958
193,sallisaw,35.4604,-94.7875,19.08,93,100,1.84,US,1714936958
194,kaele,10.1092,14.4508,36.81,14,38,3.81,CM,1714936959
195,zaozersk,69.4005,32.4476,-4.3,81,100,3.16,RU,1714936959
196,lambarene,-0.7001,10.2406,27.11,86,87,2.98,GA,1714936959
197,al kharijah,25.4514,30.5464,25.79,18,0,5.07,EG,1714936960
198,tolanaro,-25.0319,46.9987,23.04,73,20,9.26,MG,1714936960
199,khadan khak,30.7477,67.7085,17.1,39,0,3.32,PK,1714936960
200,filey,54.21,-0.2892,13.83,81,100,3.13,GB,1714936961
201,mpanda,-6.3655,31.0409,18.66,95,97,1.32,TZ,1714936961
202,shizuishan,39.2333,106.7694,14.69,54,0,0.28,CN,1714936961
203,puerto aysen,-45.4,-72.7,3.85,95,100,1.58,CL,1714936921
204,pudozh,61.8099,36.5345,-1.7,78,89,2.24,RU,1714936962
205,thief river falls,48.1191,-96.1812,18.53,41,75,3.6,US,1714936713
206,talnakh,69.4865,88.3972,-13.22,76,21,1.92,RU,1714936963
207,carnarvon,-24.8667,113.6333,21.12,60,0,9.05,AU,1714936963
208,abepura,-2.6333,140.5833,24.45,100,40,1.03,ID,1714936963
209,corinto,37.9407,22.9573,17.91,55,0,0.41,GR,1714936697
210,escuintla,14.305,-90.785,36.38,41,89,4.93,GT,1714936757
211,road town,18.4167,-64.6167,30.02,74,20,4.12,VG,1714936965
212,taulaga,-11.0553,-171.0883,29.32,76,55,4.18,AS,1714936965
213,amalapuram,16.5833,82.0167,27.02,97,1,1.11,IN,1714936965
214,marksville,31.128,-92.0662,26.14,90,100,4.59,US,1714936965
215,la gi,10.6667,107.7833,27.81,80,100,2.24,VN,1714936966
216,yichang,30.7144,111.2847,18.61,92,100,1.0,CN,1714936966
217,camarinas,43.1311,-9.1817,13.29,77,12,3.68,ES,1714936967
218,palmer,42.1584,-72.3287,11.19,78,100,3.6,US,1714936862
219,pangoa,-12.1167,-73.0,31.27,52,54,2.07,PE,1714936967
220,bay roberts,47.5999,-53.2648,5.59,76,47,3.13,CA,1714936967
221,remire-montjoly,4.9167,-52.2667,29.02,89,75,5.66,GF,1714936968
222,pokhara,28.2333,83.9833,21.98,25,5,3.3,NP,1714936968
223,mugia,43.1041,-9.2179,13.28,77,12,3.87,ES,1714936968
224,hilton head island,32.2163,-80.7526,29.06,67,40,4.12,US,1714936708
225,pingliang,35.5392,106.6861,14.83,34,2,3.5,CN,1714936969
226,quatre cocos,-20.2078,57.7625,25.06,77,31,7.68,MU,1714936969
227,beyneu,45.3167,55.2,16.13,34,100,9.03,KZ,1714936970
228,waingapu,-9.6567,120.2641,24.6,83,92,2.58,ID,1714936970
229,fortuna,40.5982,-124.1573,13.88,70,75,2.06,US,1714936711
230,jhingergacha,23.1131,89.0938,29.34,80,72,3.89,BD,1714936971
231,punta del este,-34.9667,-54.95,20.06,90,75,3.09,UY,1714936904
232,nema,57.5067,50.5011,4.84,80,100,6.14,RU,1714936971
233,berezovyy,51.6667,135.7,1.7,81,79,1.75,RU,1714936972
234,san antonio de pale,-1.4014,5.6325,28.22,85,7,3.45,GQ,1714936972
235,gloversville,43.0528,-74.3438,10.86,91,100,2.74,US,1714936973
236,arkhangel'sk,64.5401,40.5433,-1.94,74,40,3.0,RU,1714936928
237,walvis bay,-22.9575,14.5053,15.61,73,0,5.37,NA,1714936973
238,priob'ye,62.5206,65.5964,-6.1,97,26,1.66,RU,1714936974
239,mount isa,-20.7333,139.5,17.87,39,100,5.14,AU,1714936974
240,mili,6.0815,171.735,28.12,81,95,8.79,MH,1714936974
241,dhoro naro,25.5,69.5667,30.11,50,0,6.83,PK,1714936975
242,lazaro cardenas,17.9583,-102.2,28.72,59,96,4.05,MX,1714936975
243,chonchi,-42.6128,-73.8092,7.56,83,99,3.15,CL,1714936975
244,asipovichy,53.2933,28.6422,12.78,70,100,1.32,BY,1714936976
245,paita,-5.0892,-81.1144,24.61,69,16,6.45,PE,1714936976
246,margaret river,-33.95,115.0667,15.37,83,55,2.84,AU,1714936976
247,arroyo,41.6096,-4.7969,13.02,83,75,4.12,ES,1714936977
248,fort bragg,35.139,-79.006,27.08,81,100,2.57,US,1714936977
249,kalas,18.1667,74.8,31.59,34,0,5.96,IN,1714936977
250,yunyang,33.4474,112.7142,15.46,93,29,2.19,CN,1714936978
251,nabire,-3.3667,135.4833,24.37,94,100,1.2,ID,1714936978
252,richards bay,-28.783,32.0377,20.87,93,0,1.87,ZA,1714936628
253,bayanaul,50.7889,75.6956,5.78,85,100,2.94,KZ,1714936979
254,chernyshevsk,52.5243,117.0174,10.14,43,100,2.13,RU,1714936979
255,ranau,5.9538,116.6641,20.71,97,21,0.55,MY,1714936979
256,kawambwa,-9.7915,29.0791,16.89,80,11,3.01,ZM,1714936980
257,grootfontein,-19.5667,18.1167,14.76,38,0,1.54,NA,1714936980
258,saint-pierre,-21.3393,55.4781,20.82,64,0,3.6,RE,1714936704
259,luderitz,-26.6481,15.1594,16.04,74,0,4.49,NA,1714936981
260,carrigaline,51.8117,-8.3986,11.86,87,75,2.57,IE,1714936981
261,khorixas,-20.3667,14.9667,24.69,20,0,4.21,NA,1714936982
262,yuzhno-kurilsk,44.0306,145.8556,6.88,80,100,1.41,RU,1714936982
263,papao,-17.75,-149.55,28.82,81,0,9.66,PF,1714936983
264,akureyri,65.6835,-18.0878,9.96,50,20,5.66,IS,1714936983
265,cabo san lucas,22.8909,-109.9124,31.45,44,0,1.54,MX,1714936745
266,ghat,24.9647,10.1728,29.05,29,100,5.85,LY,1714936984
267,hamilton,39.1834,-84.5333,26.35,63,20,5.14,US,1714936730
268,gilgit,35.9221,74.3087,15.37,52,79,1.0,PK,1714936984
269,ta`u,-14.2336,-169.5144,28.05,80,100,5.23,AS,1714936985
270,leninskoye,41.7589,69.3864,15.03,80,100,1.28,KZ,1714936985
271,francisco i. madero,29.7059,-107.8043,25.3,6,0,6.43,MX,1714936985
272,ceska kamenice,50.7978,14.4177,14.38,95,5,0.82,CZ,1714936986
273,horta,38.5333,-28.6333,18.8,89,40,4.12,PT,1714936986
274,katsuura,35.1333,140.3,19.74,77,100,8.45,JP,1714936986
275,elmali,36.7358,29.9177,9.86,62,2,2.37,TR,1714936987
276,kassala,15.451,36.4,33.15,11,0,1.92,SD,1714936987
277,uribia,11.7139,-72.266,33.29,52,90,5.72,CO,1714936987
278,nuuk,64.1835,-51.7216,-2.66,54,20,7.72,GL,1714936988
279,banlung,13.7468,107.0045,22.38,95,100,0.98,KH,1714936988
280,chibougamau,49.9168,-74.3659,10.79,93,100,5.66,CA,1714936988
281,bamboo flat,11.7,92.7167,28.05,83,20,1.03,IN,1714936989
282,darwin,-12.4611,130.8418,24.99,69,14,3.6,AU,1714936989
283,port augusta,-32.5,137.7667,11.96,67,0,1.94,AU,1714936989
284,al hada,21.3675,40.2869,19.66,41,0,1.22,SA,1714936990
285,kerikeri,-35.2268,173.9474,13.28,93,98,0.66,NZ,1714936990
286,ponta delgada,37.7333,-25.6667,18.44,88,20,2.57,PT,1714936990
287,dinghaicun,26.2847,119.7936,21.51,92,0,2.33,CN,1714936991
288,uzhgorod,48.6167,22.3,17.49,90,100,2.09,UA,1714936991
289,greymouth,-42.4667,171.2,9.97,85,10,2.26,NZ,1714936992
290,laojunmiao,39.8333,97.7333,14.07,12,100,7.58,CN,1714936992
291,puerto penasco,31.3167,-113.5333,27.99,52,40,3.6,MX,1714936992
292,zouerate,22.7187,-12.4521,34.16,4,85,2.91,MR,1714936993
293,ferkessedougou,9.6,-5.2,27.42,68,100,5.33,CI,1714936993
294,san patricio,28.017,-97.5169,29.05,59,21,7.42,US,1714936993
295,andirin,37.5776,36.3549,7.01,90,100,2.92,TR,1714936993
296,chuhar jamali,24.3895,67.9923,27.75,68,0,5.88,PK,1714936994
297,erenhot,43.6475,111.9767,12.87,26,100,4.02,CN,1714936994
298,gargalianoi,37.0667,21.6333,16.34,75,14,1.67,GR,1714936994
299,trairi,-3.2778,-39.2689,27.39,89,18,4.04,BR,1714936754
300,lucas,41.6501,-83.6666,22.98,70,100,3.09,US,1714936995
301,afaahiti,-17.75,-149.2833,27.93,84,17,9.38,PF,1714936995
302,irymple,-34.25,142.1667,8.38,85,0,4.48,AU,1714936996
303,fisterra,42.9049,-9.2629,13.19,75,8,5.05,ES,1714936996
304,beira,-19.8436,34.8389,21.05,88,0,1.54,MZ,1714936996
305,amga,60.8953,131.9608,0.44,94,7,1.39,RU,1714936997
306,timbuktu,16.7735,-3.0074,38.51,11,12,3.94,ML,1714936997
307,warmbad,-28.45,18.7333,23.88,22,0,1.96,NA,1714936997
308,hemsby,52.6971,1.6918,14.47,85,98,3.6,GB,1714936998
309,egilsstadir,65.2653,-14.3948,7.95,87,75,5.14,IS,1714936998
310,dudinka,69.4058,86.1778,-12.96,88,46,4.47,RU,1714936998
311,mossel bay,-34.1831,22.146,15.94,75,13,1.08,ZA,1714936999
312,kandyagash,49.4744,57.4233,5.52,50,100,3.3,KZ,1714936999
313,lagoa,39.05,-27.9833,17.43,83,100,6.54,PT,1714936999
314,holdenville,35.0804,-96.3992,18.25,91,98,1.66,US,1714937000
315,mount gambier,-37.8333,140.7667,10.41,91,7,3.27,AU,1714937000
316,vadso,70.0744,29.7487,-0.51,80,75,7.72,NO,1714937000
317,saint-philippe,-21.3585,55.7679,20.77,69,84,3.71,RE,1714937001
318,vegreville,53.5001,-112.0518,16.39,32,100,6.17,CA,1714936773
319,jiuquan,39.7432,98.5174,15.07,11,63,3.93,CN,1714937001
320,erdenet,49.0333,104.0833,10.44,33,61,1.76,MN,1714937002
321,kosciusko,33.0576,-89.5876,23.84,85,100,3.66,US,1714937002
322,sao joao da barra,-21.6403,-41.0511,29.05,85,1,4.76,BR,1714937002
323,bahau,2.8079,102.4049,24.33,97,65,0.49,MY,1714937003
324,tazacorte,28.629,-17.9293,20.64,88,40,4.12,ES,1714937003
325,flin flon,54.7682,-101.865,14.91,36,40,2.57,CA,1714937003
326,gazli,40.1333,63.45,19.56,48,0,3.29,UZ,1714937004
327,boyolangu,-8.1181,111.8935,23.28,92,100,1.79,ID,1714937004
328,adjumani,3.3779,31.7909,21.25,74,20,1.54,UG,1714937004
329,m'sila,35.7058,4.5419,27.02,23,0,6.8,DZ,1714937005
330,ayden,35.4727,-77.4155,24.05,89,100,2.57,US,1714937005
331,hilo,19.7297,-155.09,22.85,92,100,3.6,US,1714936818
332,verkhnedneprovskiy,54.9813,33.3457,6.23,72,24,2.76,RU,1714937006
333,florida,28.7505,-82.5001,34.44,60,40,2.57,US,1714936571
334,amursk,50.2261,136.8994,4.43,69,13,6.75,RU,1714937007
335,polyarnyy,69.1989,33.4478,-0.71,71,100,8.34,RU,1714937007
336,lae,-6.7221,146.9847,23.72,83,100,1.57,PG,1714937008
337,pagar alam,-4.0167,103.2667,21.0,98,59,1.11,ID,1714937008
338,loncoche,-39.3667,-72.6333,7.46,91,97,2.23,CL,1714937008
339,turtas,58.9417,69.1325,-1.83,90,99,3.18,RU,1714937009
340,fonte boa,-2.4959,-66.2662,29.85,81,89,1.47,BR,1714937009
341,myitkyina,25.3833,97.4,19.74,88,100,1.44,MM,1714937009
342,malayer,34.2969,48.8235,11.17,71,81,1.12,IR,1714937010
343,waldfeucht,51.0661,5.9882,15.55,78,100,1.55,DE,1714937010
344,lospalos,-8.5186,127.0025,21.63,97,100,1.72,TL,1714937010
345,nar'yan-mar,67.6713,53.087,-7.16,88,78,1.79,RU,1714937011
346,beaudesert,-27.9833,152.9833,16.21,97,47,2.27,AU,1714937011
347,filadelfia,39.9523,-75.1638,15.19,95,100,3.09,US,1714936778
348,oban,56.4127,-5.4706,11.32,97,95,1.05,GB,1714937012
349,revda,56.801,59.9303,-6.57,95,12,1.95,RU,1714937012
350,tual,-5.6667,132.75,28.41,80,100,6.78,ID,1714937012
351,franceville,-1.6333,13.5836,27.37,67,65,1.32,GA,1714937013
352,afonso bezerra,-5.4983,-36.5056,30.33,64,40,7.74,BR,1714937013
353,tindivanam,12.25,79.65,30.8,68,9,5.65,IN,1714937014
354,urubamba,-13.3047,-72.1158,24.5,51,51,3.29,PE,1714937014
355,pointe-noire,-4.7761,11.8635,28.04,89,75,5.14,CG,1714936878
356,codigoro,44.8311,12.1142,18.92,77,11,3.52,IT,1714937015
357,cinarli,41.4723,46.9156,11.09,88,100,1.92,AZ,1714937015
358,rio preto da eva,-2.6994,-59.6997,31.81,61,95,2.02,BR,1714937015
359,salinopolis,-0.6136,-47.3561,28.49,79,69,5.4,BR,1714937016
360,pak phanang,8.3511,100.202,29.24,74,100,1.66,TH,1714937016
361,bodo,67.28,14.405,8.3,54,0,7.2,NO,1714937016
362,bryne,58.7354,5.6477,11.08,91,100,2.06,NO,1714937017
363,vorkuta,67.5,64.0,-17.76,100,100,2.1,RU,1714937017
364,kayangel,8.0823,134.7173,28.35,68,100,5.45,PW,1714937017
